"ID","VALUE","weighted_pixels","hectares","EVT_NAME","LFRDB","EVT_FUEL","EVT_FUEL_N","EVT_LF","EVT_PHYS","EVT_GP","EVT_GP_N","SAF_SRM","EVT_ORDER","EVT_CLASS","EVT_SBCLS","R","G","B","RED","GREEN","BLUE"
"080401010101",7906,226.849994929507,20.4164995436557,"Eastern Cool Temperate Urban Evergreen Forest",7906,2914,"Dtc Urban Evergreen Forest","Tree","Developed",14,"Developed-Upland Evergreen Forest","LF 20: Developed","Tree-dominated","Open tree canopy","Evergreen open tree canopy",170,102,205,0.666667,0.4,0.803922
"080401010101",7907,98.1399978064001,8.83259980257601,"Eastern Cool Temperate Urban Mixed Forest",7907,2915,"Dtm Urban Mixed Deciduous-Evergreen Forest","Tree","Developed",15,"Developed-Upland Mixed Forest","LF 20: Developed","Tree-dominated","Open tree canopy","Mixed evergreen-deciduous open tree canopy",194,158,215,0.760784,0.619608,0.843137
"080401010101",7908,136.769996942952,12.3092997248657,"Eastern Cool Temperate Urban Herbaceous",7908,2916,"Dgr Urban Herbaceous","Herb","Developed",16,"Developed-Upland Herbaceous","LF 20: Developed","Herbaceous / Nonvascular-dominated","Herbaceous - grassland","Perennial graminoid",202,122,245,0.792157,0.478431,0.960784
"080401010101",7909,0.999999977648258,0.0899999979883432,"Eastern Cool Temperate Urban Shrubland",7909,2917,"Dsh Urban Shrubland","Shrub","Developed",17,"Developed-Upland Shrubland","LF 20: Developed","Shrub-dominated","Shrubland","Mixed evergreen-deciduous shrubland",207,171,215,0.811765,0.670588,0.843137
"080401010101",7925,255.289994293824,22.9760994864441,"Eastern Cool Temperate Developed Deciduous Forest",7925,2908,"Dtd Developed Deciduous Forest","Tree","Developed",13,"Developed-Upland Deciduous Forest","LF 20: Developed","Tree-dominated","Open tree canopy","Deciduous open tree canopy",64,61,168,0.25098,0.239216,0.658824
"080401010101",7926,150.619996633381,13.5557996970043,"Eastern Cool Temperate Developed Evergreen Forest",7926,2909,"Dtc Developed Evergreen Forest","Tree","Developed",14,"Developed-Upland Evergreen Forest","LF 20: Developed","Tree-dominated","Open tree canopy","Evergreen open tree canopy",102,119,205,0.4,0.466667,0.803922
"080401010101",7927,57.2899987194687,5.15609988475218,"Eastern Cool Temperate Developed Mixed Forest",7927,2910,"Dtm Developed Mixed Deciduous-Evergreen Forest","Tree","Developed",15,"Developed-Upland Mixed Forest","LF 20: Developed","Tree-dominated","Open tree canopy","Mixed evergreen-deciduous open tree canopy",68,79,137,0.266667,0.309804,0.537255
"080401010101",7929,329.579992633313,29.6621993369982,"Eastern Cool Temperate Developed Herbaceous",7929,2911,"Dgr Developed Herbaceous","Herb","Developed",16,"Developed-Upland Herbaceous","LF 20: Developed","Herbaceous / Nonvascular-dominated","Herbaceous - grassland","Perennial graminoid",158,170,215,0.619608,0.666667,0.843137
"080401010101",7974,1.99999995529652,0.179999995976686,"Eastern Cool Temperate Row Crop",7974,2964,"Da Row Crop","Agriculture","Agricultural",64,"Agricultural-Row Crop","LF 80: Agriculture","Herbaceous / Nonvascular-dominated","Herbaceous - grassland","Annual Graminoid/Forb",250,255,119,0.980392,1,0.466667
"080401010101",7976,0.999999977648258,0.0899999979883432,"Eastern Cool Temperate Fallow/Idle Cropland",7976,2966,"Dab Fallow/Idle Cropland","Herb","Agricultural",66,"Agricultural-Fallow/Idle Cropland","LF 80: Agriculture","Herbaceous / Nonvascular-dominated","Herbaceous - grassland","Annual Graminoid/Forb",255,255,119,1,1,0.466667
"080401010101",7977,14443.2296771687,1299.89067094518,"Eastern Cool Temperate Pasture and Hayland",7977,2967,"Dab Pasture and Hayland","Herb","Agricultural",67,"Agricultural-Pasture and Hayland","LF 80: Agriculture","Herbaceous / Nonvascular-dominated","Herbaceous - grassland","Annual Graminoid/Forb",227,212,28,0.890196,0.831373,0.109804
"080401010101",7978,0.999999977648258,0.0899999979883432,"Eastern Cool Temperate Wheat",7978,2968,"Da Wheat","Agriculture","Agricultural",68,"Agricultural-Wheat","LF 80: Agriculture","Herbaceous / Nonvascular-dominated","Herbaceous - grassland","Annual Graminoid/Forb",250,227,163,0.980392,0.890196,0.639216
"080401010101",9207,1533.59996572137,138.023996914923,"Ozark-Ouachita Riparian Forest",9207,2472,"Tr Central Interior and Appalachian Riparian Systems","Tree","Riparian",668,"Eastern Small Stream Riparian Forests","SAF 61: River Birch-Sycamore","Tree-dominated","Open tree canopy","Mixed evergreen-deciduous open tree canopy",0,92,0,0,0.360784,0
"080401010101",9321,2821.99993692338,253.979994323105,"Southeastern Native Ruderal Forest",9321,2573,"Tr Southeastern Native Ruderal Forest","Tree","Conifer-Hardwood",707,"Introduced Upland Vegetation-Treed","LF 51: Introduced Upland Vegetation - Tree","Tree-dominated","Open tree canopy","Mixed evergreen-deciduous open tree canopy",255,105,46,1,0.411765,0.180392
"080401010101",9322,1993.98995543085,179.459095988777,"Southeastern North American Temperate Forest Plantation",9322,2574,"Tr Southeastern North American Temperate Forest Plantation","Tree","Conifer",731,"Managed Tree Plantation","LF 61: Managed Tree Plantation","Tree-dominated","Closed tree canopy","Evergreen closed tree canopy",158,67,14,0.619608,0.262745,0.054902
"080401010101",9323,21.9999995082617,1.97999995574355,"Southeastern Ruderal Shrubland",9323,2575,"Sh Southeastern Ruderal Grassland & Shrubland","Shrub","Exotic Tree-Shrub",706,"Introduced Upland Vegetation-Shrub","LF 52: Introduced Upland Vegetation - Shrub","Shrub-dominated","Shrubland","Mixed evergreen-deciduous shrubland",255,105,46,1,0.411765,0.180392
"080401010101",9708,93.9999978989363,8.45999981090426,"Ozark-Ouachita Riparian Herbaceous",9207,2472,"Tr Central Interior and Appalachian Riparian Systems","Herb","Riparian",668,"Eastern Small Stream Riparian Forests","SAF 61: River Birch-Sycamore","Herbaceous / Nonvascular-dominated","Herbaceous - grassland","Perennial graminoid",0,92,0,0,0.360784,0
"080401010101",9823,3150.7299295757,283.565693661813,"Southeastern Ruderal Grassland",9323,2575,"Sh Southeastern Ruderal Grassland & Shrubland","Herb","Exotic Herbaceous",703,"Introduced Perennial Grassland and Forbland","LF 54: Introduced Upland Vegetation - Herbaceous","Herbaceous / Nonvascular-dominated","Herbaceous - grassland","Perennial graminoid grassland",255,105,46,1,0.411765,0.180392
"080401010102",7292,1327.08997033723,119.43809733035,"Open Water",7292,11,"Ba Open Water","Water","Open Water",11,"Open Water","LF 11: Water","Non-vegetated","Non-vegetated","Non-vegetated",0,0,255,0,0,1
"080401010102",7296,155.689996520057,14.0120996868052,"Developed-Low Intensity",7296,2902,"Bau Developed-Low Intensity","Developed","Developed-Low Intensity",22,"Developed-Low Intensity","LF 20: Developed","No Dominant Lifeform","No Dominant Lifeform","Developed",255,122,143,1,0.478431,0.560784
"080401010102",7297,108.499997574836,9.76499978173524,"Developed-Medium Intensity",7297,2903,"Bau Developed-Medium Intensity","Developed","Developed-Medium Intensity",23,"Developed-Medium Intensity","LF 20: Developed","No Dominant Lifeform","No Dominant Lifeform","Developed",253,44,79,0.992157,0.172549,0.309804
"080401010102",7298,79.3899982254952,7.14509984029457,"Developed-High Intensity",7298,2904,"Bau Developed-High Intensity","Developed","Developed-High Intensity",24,"Developed-High Intensity","LF 20: Developed","No Dominant Lifeform","No Dominant Lifeform","Developed",173,0,28,0.678431,0,0.109804
"080401010102",7299,1951.13995638862,175.602596074976,"Developed-Roads",7299,2905,"Bau Developed-Roads","Developed","Developed-Roads",25,"Developed-Roads","LF 20: Developed","No Dominant Lifeform","No Dominant Lifeform","Developed",1,1,1,0.003922,0.003922,0.003922
"080401010102",7304,33908.6692420822,3051.78023178739,"Ozark-Ouachita Dry-Mesic Oak Forest",7304,2304,"Tr Ozark-Ouachita Dry-Mesic Oak Forest","Tree","Hardwood",660,"White Oak-Red Oak-Hickory Forest and Woodland","SAF 53: White Oak","Tree-dominated","Closed tree canopy","Deciduous closed tree canopy",85,187,194,0.333333,0.733333,0.760784
"080401010102",7312,80.4899982009083,7.24409983808175,"Ouachita Montane Oak Forest",7312,2312,"Tr Ouachita Montane Oak Forest","Tree","Hardwood",681,"Montane Oak Forest","SAF 40: Post Oak-Blackjack Oak","Tree-dominated","Closed tree canopy","Deciduous closed tree canopy",85,187,194,0.333333,0.733333,0.760784
"080401010102",7334,2002.13995524868,180.192595972382,"Ozark-Ouachita Mesic Hardwood Forest",7334,2334,"Tr Ozark-Ouachita Mesic Hardwood Forest","Tree","Hardwood",655,"Beech-Maple-Basswood Forest","SAF 52: White Oak-Black Oak-Northern Red Oak","Tree-dominated","Closed tree canopy","Deciduous closed tree canopy",85,187,194,0.333333,0.733333,0.760784
"080401010102",7364,8356.36981322058,752.073283189852,"Ozark-Ouachita Dry Oak Woodland",7364,2364,"Tr Ozark-Ouachita Dry Oak Woodland","Tree","Hardwood",662,"Post Oak Woodland and Savanna","SAF 40: Post Oak-Blackjack Oak","Tree-dominated","Open tree canopy","Deciduous open tree canopy",85,187,194,0.333333,0.733333,0.760784
"080401010102",7367,14617.4796732739,1315.57317059465,"Ozark-Ouachita Shortleaf Pine Forest and Woodland",7367,2367,"Tr Ozark-Ouachita Shortleaf Pine Forest and Woodland","Tree","Conifer",690,"Shortleaf Pine-Oak Forest and Woodland","SAF 76: Shortleaf Pine-Oak","Tree-dominated","Closed tree canopy","Evergreen closed tree canopy",116,214,190,0.454902,0.839216,0.745098
"080401010102",7505,544.209987835959,48.9788989052363,"Ouachita Novaculite Glade and Woodland",7505,2505,"Tr Ouachita Novaculite Glade and Woodland","Tree","Hardwood",662,"Post Oak Woodland and Savanna","SAF 40: Post Oak-Blackjack Oak","Tree-dominated","Sparse tree canopy","Mixed evergreen-deciduous sparse tree canopy",85,187,194,0.333333,0.733333,0.760784
"080401010102",7507,886.419980186969,79.7777982168272,"Ozark-Ouachita Shortleaf Pine-Bluestem Woodland",7507,2507,"Tr Ozark-Ouachita Shortleaf Pine-Bluestem Woodland","Tree","Conifer",689,"Shortleaf Pine Woodland","SAF 75: Shortleaf Pine","Tree-dominated","Open tree canopy","Evergreen open tree canopy",116,214,190,0.454902,0.839216,0.745098
"080401010102",7582,20091.6695509162,1808.25025958246,"Ozark-Ouachita Oak Forest and Woodland",7367,2582,"Tr Ozark-Ouachita Oak Forest and Woodland","Tree","Hardwood",690,"Shortleaf Pine-Oak Forest and Woodland","SAF 76: Shortleaf Pine-Oak","Tree-dominated","Closed tree canopy","Deciduous closed tree canopy",116,214,190,0.454902,0.839216,0.745098
"080401010102",7583,6565.99985323846,590.939986791462,"Ozark-Ouachita Shortleaf Pine-Oak Forest and Woodland",7367,2583,"Tr Ozark-Ouachita Shortleaf Pine-Oak Forest and Woodland","Tree","Conifer-Hardwood",690,"Shortleaf Pine-Oak Forest and Woodland","SAF 76: Shortleaf Pine-Oak","Tree-dominated","Closed tree canopy","Mixed evergreen-deciduous closed tree canopy",116,214,190,0.454902,0.839216,0.745098
"080401010102",7905,402.469991004094,36.2222991903685,"Eastern Cool Temperate Urban Deciduous Forest",7905,2913,"Dtd Urban Deciduous Forest","Tree","Developed",13,"Developed-Upland Deciduous Forest","LF 20: Developed","Tree-dominated","Open tree canopy","Deciduous open tree canopy",112,68,137,0.439216,0.266667,0.537255
"080401010102",7906,146.219996731728,13.1597997058555,"Eastern Cool Temperate Urban Evergreen Forest",7906,2914,"Dtc Urban Evergreen Forest","Tree","Developed",14,"Developed-Upland Evergreen Forest","LF 20: Developed","Tree-dominated","Open tree canopy","Evergreen open tree canopy",170,102,205,0.666667,0.4,0.803922
"080401010102",7907,76.4399982914329,6.87959984622896,"Eastern Cool Temperate Urban Mixed Forest",7907,2915,"Dtm Urban Mixed Deciduous-Evergreen Forest","Tree","Developed",15,"Developed-Upland Mixed Forest","LF 20: Developed","Tree-dominated","Open tree canopy","Mixed evergreen-deciduous open tree canopy",194,158,215,0.760784,0.619608,0.843137
"080401010102",7908,66.4299985151738,5.97869986636564,"Eastern Cool Temperate Urban Herbaceous",7908,2916,"Dgr Urban Herbaceous","Herb","Developed",16,"Developed-Upland Herbaceous","LF 20: Developed","Herbaceous / Nonvascular-dominated","Herbaceous - grassland","Perennial graminoid",202,122,245,0.792157,0.478431,0.960784
"080401010102",7909,1.99999995529652,0.179999995976686,"Eastern Cool Temperate Urban Shrubland",7909,2917,"Dsh Urban Shrubland","Shrub","Developed",17,"Developed-Upland Shrubland","LF 20: Developed","Shrub-dominated","Shrubland","Mixed evergreen-deciduous shrubland",207,171,215,0.811765,0.670588,0.843137
"080401010102",7925,60.8299986403435,5.47469987763092,"Eastern Cool Temperate Developed Deciduous Forest",7925,2908,"Dtd Developed Deciduous Forest","Tree","Developed",13,"Developed-Upland Deciduous Forest","LF 20: Developed","Tree-dominated","Open tree canopy","Deciduous open tree canopy",64,61,168,0.25098,0.239216,0.658824
"080401010102",7926,32.1899992804974,2.89709993524477,"Eastern Cool Temperate Developed Evergreen Forest",7926,2909,"Dtc Developed Evergreen Forest","Tree","Developed",14,"Developed-Upland Evergreen Forest","LF 20: Developed","Tree-dominated","Open tree canopy","Evergreen open tree canopy",102,119,205,0.4,0.466667,0.803922
"080401010102",7927,22.2799995020032,2.00519995518029,"Eastern Cool Temperate Developed Mixed Forest",7927,2910,"Dtm Developed Mixed Deciduous-Evergreen Forest","Tree","Developed",15,"Developed-Upland Mixed Forest","LF 20: Developed","Tree-dominated","Open tree canopy","Mixed evergreen-deciduous open tree canopy",68,79,137,0.266667,0.309804,0.537255
"080401010102",7929,290.999993495643,26.1899994146079,"Eastern Cool Temperate Developed Herbaceous",7929,2911,"Dgr Developed Herbaceous","Herb","Developed",16,"Developed-Upland Herbaceous","LF 20: Developed","Herbaceous / Nonvascular-dominated","Herbaceous - grassland","Perennial graminoid",158,170,215,0.619608,0.666667,0.843137
"080401010102",7974,2.99999993294477,0.26999999396503,"Eastern Cool Temperate Row Crop",7974,2964,"Da Row Crop","Agriculture","Agricultural",64,"Agricultural-Row Crop","LF 80: Agriculture","Herbaceous / Nonvascular-dominated","Herbaceous - grassland","Annual Graminoid/Forb",250,255,119,0.980392,1,0.466667
"080401010102",7977,11329.3097467702,1019.63787720932,"Eastern Cool Temperate Pasture and Hayland",7977,2967,"Dab Pasture and Hayland","Herb","Agricultural",67,"Agricultural-Pasture and Hayland","LF 80: Agriculture","Herbaceous / Nonvascular-dominated","Herbaceous - grassland","Annual Graminoid/Forb",227,212,28,0.890196,0.831373,0.109804
"080401010102",9207,1595.81996433064,143.623796789758,"Ozark-Ouachita Riparian Forest",9207,2472,"Tr Central Interior and Appalachian Riparian Systems","Tree","Riparian",668,"Eastern Small Stream Riparian Forests","SAF 61: River Birch-Sycamore","Tree-dominated","Open tree canopy","Mixed evergreen-deciduous open tree canopy",0,92,0,0,0.360784,0
"080401010102",9321,2386.13994666561,214.752595199905,"Southeastern Native Ruderal Forest",9321,2573,"Tr Southeastern Native Ruderal Forest","Tree","Conifer-Hardwood",707,"Introduced Upland Vegetation-Treed","LF 51: Introduced Upland Vegetation - Tree","Tree-dominated","Open tree canopy","Mixed evergreen-deciduous open tree canopy",255,105,46,1,0.411765,0.180392
"080401010102",9322,3451.82992284559,310.664693056103,"Southeastern North American Temperate Forest Plantation",9322,2574,"Tr Southeastern North American Temperate Forest Plantation","Tree","Conifer",731,"Managed Tree Plantation","LF 61: Managed Tree Plantation","Tree-dominated","Closed tree canopy","Evergreen closed tree canopy",158,67,14,0.619608,0.262745,0.054902
"080401010102",9323,20.9999995306134,1.88999995775521,"Southeastern Ruderal Shrubland",9323,2575,"Sh Southeastern Ruderal Grassland & Shrubland","Shrub","Exotic Tree-Shrub",706,"Introduced Upland Vegetation-Shrub","LF 52: Introduced Upland Vegetation - Shrub","Shrub-dominated","Shrubland","Mixed evergreen-deciduous shrubland",255,105,46,1,0.411765,0.180392
"080401010102",9708,105.999997630715,9.53999978676438,"Ozark-Ouachita Riparian Herbaceous",9207,2472,"Tr Central Interior and Appalachian Riparian Systems","Herb","Riparian",668,"Eastern Small Stream Riparian Forests","SAF 61: River Birch-Sycamore","Herbaceous / Nonvascular-dominated","Herbaceous - grassland","Perennial graminoid",0,92,0,0,0.360784,0
"080401010102",9823,1162.03997402638,104.583597662374,"Southeastern Ruderal Grassland",9323,2575,"Sh Southeastern Ruderal Grassland & Shrubland","Herb","Exotic Herbaceous",703,"Introduced Perennial Grassland and Forbland","LF 54: Introduced Upland Vegetation - Herbaceous","Herbaceous / Nonvascular-dominated","Herbaceous - grassland","Perennial graminoid grassland",255,105,46,1,0.411765,0.180392
"080401010103",7292,848.479981034994,76.3631982931495,"Open Water",7292,11,"Ba Open Water","Water","Open Water",11,"Open Water","LF 11: Water","Non-vegetated","Non-vegetated","Non-vegetated",0,0,255,0,0,1
"080401010103",7296,3510.7599215284,315.968392937556,"Developed-Low Intensity",7296,2902,"Bau Developed-Low Intensity","Developed","Developed-Low Intensity",22,"Developed-Low Intensity","LF 20: Developed","No Dominant Lifeform","No Dominant Lifeform","Developed",255,122,143,1,0.478431,0.560784
"080401010103",7297,1840.17995886877,165.616196298189,"Developed-Medium Intensity",7297,2903,"Bau Developed-Medium Intensity","Developed","Developed-Medium Intensity",23,"Developed-Medium Intensity","LF 20: Developed","No Dominant Lifeform","No Dominant Lifeform","Developed",253,44,79,0.992157,0.172549,0.309804
"080401010103",7298,914.44997956045,82.3004981604405,"Developed-High Intensity",7298,2904,"Bau Developed-High Intensity","Developed","Developed-High Intensity",24,"Developed-High Intensity","LF 20: Developed","No Dominant Lifeform","No Dominant Lifeform","Developed",173,0,28,0.678431,0,0.109804
"080401010103",7299,7795.56982575543,701.601284317989,"Developed-Roads",7299,2905,"Bau Developed-Roads","Developed","Developed-Roads",25,"Developed-Roads","LF 20: Developed","No Dominant Lifeform","No Dominant Lifeform","Developed",1,1,1,0.003922,0.003922,0.003922
"080401010103",7304,4941.5698895473,444.741290059257,"Ozark-Ouachita Dry-Mesic Oak Forest",7304,2304,"Tr Ozark-Ouachita Dry-Mesic Oak Forest","Tree","Hardwood",660,"White Oak-Red Oak-Hickory Forest and Woodland","SAF 53: White Oak","Tree-dominated","Closed tree canopy","Deciduous closed tree canopy",85,187,194,0.333333,0.733333,0.760784
"080401010103",7312,47.5099989380687,4.27589990442619,"Ouachita Montane Oak Forest",7312,2312,"Tr Ouachita Montane Oak Forest","Tree","Hardwood",681,"Montane Oak Forest","SAF 40: Post Oak-Blackjack Oak","Tree-dominated","Closed tree canopy","Deciduous closed tree canopy",85,187,194,0.333333,0.733333,0.760784
"080401010103",7334,871.669980516657,78.4502982464991,"Ozark-Ouachita Mesic Hardwood Forest",7334,2334,"Tr Ozark-Ouachita Mesic Hardwood Forest","Tree","Hardwood",655,"Beech-Maple-Basswood Forest","SAF 52: White Oak-Black Oak-Northern Red Oak","Tree-dominated","Closed tree canopy","Deciduous closed tree canopy",85,187,194,0.333333,0.733333,0.760784
"080401010103",7364,8067.61981967464,726.085783770718,"Ozark-Ouachita Dry Oak Woodland",7364,2364,"Tr Ozark-Ouachita Dry Oak Woodland","Tree","Hardwood",662,"Post Oak Woodland and Savanna","SAF 40: Post Oak-Blackjack Oak","Tree-dominated","Open tree canopy","Deciduous open tree canopy",85,187,194,0.333333,0.733333,0.760784
"080401010103",7367,6988.99984378368,629.009985940531,"Ozark-Ouachita Shortleaf Pine Forest and Woodland",7367,2367,"Tr Ozark-Ouachita Shortleaf Pine Forest and Woodland","Tree","Conifer",690,"Shortleaf Pine-Oak Forest and Woodland","SAF 76: Shortleaf Pine-Oak","Tree-dominated","Closed tree canopy","Evergreen closed tree canopy",116,214,190,0.454902,0.839216,0.745098
"080401010103",7505,6.95999984443188,0.626399985998869,"Ouachita Novaculite Glade and Woodland",7505,2505,"Tr Ouachita Novaculite Glade and Woodland","Tree","Hardwood",662,"Post Oak Woodland and Savanna","SAF 40: Post Oak-Blackjack Oak","Tree-dominated","Sparse tree canopy","Mixed evergreen-deciduous sparse tree canopy",85,187,194,0.333333,0.733333,0.760784
"080401010103",7507,608.379986401647,54.7541987761483,"Ozark-Ouachita Shortleaf Pine-Bluestem Woodland",7507,2507,"Tr Ozark-Ouachita Shortleaf Pine-Bluestem Woodland","Tree","Conifer",689,"Shortleaf Pine Woodland","SAF 75: Shortleaf Pine","Tree-dominated","Open tree canopy","Evergreen open tree canopy",116,214,190,0.454902,0.839216,0.745098
"080401010103",7582,7550.43983123451,679.539584811106,"Ozark-Ouachita Oak Forest and Woodland",7367,2582,"Tr Ozark-Ouachita Oak Forest and Woodland","Tree","Hardwood",690,"Shortleaf Pine-Oak Forest and Woodland","SAF 76: Shortleaf Pine-Oak","Tree-dominated","Closed tree canopy","Deciduous closed tree canopy",116,214,190,0.454902,0.839216,0.745098
"080401010103",7583,3098.01993075386,278.821793767847,"Ozark-Ouachita Shortleaf Pine-Oak Forest and Woodland",7367,2583,"Tr Ozark-Ouachita Shortleaf Pine-Oak Forest and Woodland","Tree","Conifer-Hardwood",690,"Shortleaf Pine-Oak Forest and Woodland","SAF 76: Shortleaf Pine-Oak","Tree-dominated","Closed tree canopy","Mixed evergreen-deciduous closed tree canopy",116,214,190,0.454902,0.839216,0.745098
"080401010103",7905,1020.55997718871,91.8503979469836,"Eastern Cool Temperate Urban Deciduous Forest",7905,2913,"Dtd Urban Deciduous Forest","Tree","Developed",13,"Developed-Upland Deciduous Forest","LF 20: Developed","Tree-dominated","Open tree canopy","Deciduous open tree canopy",112,68,137,0.439216,0.266667,0.537255
"080401010103",7906,954.579978663474,85.9121980797127,"Eastern Cool Temperate Urban Evergreen Forest",7906,2914,"Dtc Urban Evergreen Forest","Tree","Developed",14,"Developed-Upland Evergreen Forest","LF 20: Developed","Tree-dominated","Open tree canopy","Evergreen open tree canopy",170,102,205,0.666667,0.4,0.803922
"080401010103",7907,199.659995537251,17.9693995983526,"Eastern Cool Temperate Urban Mixed Forest",7907,2915,"Dtm Urban Mixed Deciduous-Evergreen Forest","Tree","Developed",15,"Developed-Upland Mixed Forest","LF 20: Developed","Tree-dominated","Open tree canopy","Mixed evergreen-deciduous open tree canopy",194,158,215,0.760784,0.619608,0.843137
"080401010103",7908,969.039978340268,87.2135980506241,"Eastern Cool Temperate Urban Herbaceous",7908,2916,"Dgr Urban Herbaceous","Herb","Developed",16,"Developed-Upland Herbaceous","LF 20: Developed","Herbaceous / Nonvascular-dominated","Herbaceous - grassland","Perennial graminoid",202,122,245,0.792157,0.478431,0.960784
